product_group_id,brand,color,type,category,season,print,sleeve,fit,other_tags,color_shade
3242,Ralph Lauren,Navy,Tops,Casual Shirts,AW19,Plain,Shortsleeve,Slim,Button Down,Dark
233,Ralph Lauren,Gray,Tops,Polos,AW14,Plain,Shortsleeve,Slim,None,Light
218,Ralph Lauren,Pink,Tops,Casual Shirts,SS17,Check / plaid,Longsleeve,Regular,Button Down,Light
3216,Ralph Lauren,Pink,Tops,Casual Shirts,AW19,Plain,Longsleeve,Regular,None,Light
222,Ralph Lauren,White,Tops,Casual Shirts,AW17,Plain,Longsleeve,Slim,Button Down,Light
227,Ralph Lauren,Burgundy,Tops,Casual Shirts,AW17,Check / plaid,Longsleeve,Regular,Button Down,Dark
226,Ralph Lauren,Beige,Bottoms,Chinos,SS17,Plain,None,Slim,None,Light
288,Ralph Lauren,Navy,Tops,Casual Shirts,AW17,Dots,Longsleeve,Regular,Button Down,Dark
303,Ralph Lauren,Orange,Tops,Polos,AW17,Plain,Shortsleeve,Regular,None,Light
391,Ralph Lauren,Navy,Tops,T-Shirt,AW17,Plain,Shortsleeve,Slim,"Crew neck,Patch",Dark
366,Ralph Lauren,Yellow,Tops,Polos,AW14,Plain,Shortsleeve,Slim,None,Light
412,Ralph Lauren,Green,Tops,Casual Shirts,SS17,Plain,Longsleeve,Regular,Button Down,Medium
444,Ralph Lauren,White,Tops,Casual Shirts,AW17,Plain,Longsleeve,Regular,Button Down,Light
452,Ralph Lauren,White,Tops,Polos,AW17,Plain,Shortsleeve,Regular,None,Light
455,Ralph Lauren,Navy,Tops,Vest,AW17,Plain,Shortsleeve,Regular,None,Dark
410,Ralph Lauren,Burgundy,Tops,Polos,AW14,Graphic,Shortsleeve,Regular,None,Dark
513,Ralph Lauren,Gray,Tops,Polos,AW14,Graphic,Longsleeve,Regular,None,Light
479,Ralph Lauren,Yellow,Tops,Casual Shirts,SS17,Plain,Longsleeve,Slim,Button Down,Light
463,Ralph Lauren,Beige,Bottoms,Chinos,AW17,Plain,None,Slim,None,Light
527,Ralph Lauren,White,Tops,T-Shirt,AW17,Plain,Longsleeve,Regular,Mandarin,Light
556,Ralph Lauren,Green,Tops,Polos,AW14,Graphic,Longsleeve,Regular,None,Medium
645,Ralph Lauren,Navy,Tops,Polos,AW17,Plain,Shortsleeve,Slim,None,Dark
673,Ralph Lauren,Blue,Tops,Formal Shirts,AW14,Check / plaid,Longsleeve,Slim,Button Down,Medium
694,Ralph Lauren,Gray,Tops,Polos,AW14,Graphic,Shortsleeve,Regular,None,Light
665,Ralph Lauren,Pink,Tops,Casual Shirts,SS17,Plain,Longsleeve,Regular,Button Down,Light
675,Ralph Lauren,Green,Tops,Polos,AW17,Plain,Shortsleeve,Regular,None,Medium
700,Ralph Lauren,Beige,Bottoms,Chinos,AW17,Plain,None,Regular,None,Light
769,Ralph Lauren,Blue,Tops,Casual Shirts,SS17,Plain,Longsleeve,Slim,Button Down,Medium
733,Ralph Lauren,Red,Tops,Polos,AW14,Graphic,Shortsleeve,Regular,None,Medium
723,Ralph Lauren,Beige,Tops,Casual Shirts,AW17,Plain,Longsleeve,Regular,"Down,Flap",Light
813,Ralph Lauren,Pink,Tops,Casual Shirts,SS17,Plain,Longsleeve,Regular,Button Down,Light
824,Ralph Lauren,Gray,Tops,T-Shirt,AW17,Plain,Shortsleeve,Regular,"Crew neck,Patch",Light
844,Ralph Lauren,Orange,Tops,T-Shirt,AW17,Plain,Shortsleeve,Regular,"Crew neck,Patch",Light
885,Ralph Lauren,White,Shoes,Sneakers,AW14,Plain,None,None,None,Light
924,Ralph Lauren,Navy,Tops,Polos,AW14,Graphic,Shortsleeve,Regular,None,Dark
922,Ralph Lauren,Olive,Bottoms,Chinos,SS17,Plain,None,Slim,None,Dark
962,Ralph Lauren,Blue,Tops,Casual Shirts,AW17,Plain,Longsleeve,Slim,Button Down,Medium
972,Ralph Lauren,Pink,Tops,Formal Shirts,AW14,Plain,Longsleeve,Slim,Button Down,Light
953,Ralph Lauren,Navy,Tops,Sweaters,AW17,Plain,Longsleeve,Slim,V neck,Dark
1079,Ralph Lauren,White,Tops,Casual Shirts,SS17,Plain,Longsleeve,Regular,Button Down,Light
1072,Ralph Lauren,White,Tops,Polos,AW14,Plain,Shortsleeve,Slim,None,Light
1110,Ralph Lauren,Black,Shoes,Sneakers,AW14,Plain,None,None,None,Dark
1144,Ralph Lauren,Red,Tops,Polos,AW14,Graphic,Shortsleeve,Regular,None,Medium
1160,Ralph Lauren,Red,Tops,T-Shirt,AW14,Graphic,Shortsleeve,Regular,Crew neck,Medium
1134,Ralph Lauren,Green,Tops,Casual Shirts,SS17,Plain,Longsleeve,Regular,Button Down,Medium
1147,Ralph Lauren,Blue,Tops,Polos,AW14,Plain,Shortsleeve,Slim,None,Medium
3503,Ralph Lauren,Purple,Tops,Casual Shirts,AW19,Plain,Longsleeve,Slim,Button Down,Dark
1215,Ralph Lauren,Blue,Tops,Casual Shirts,SS17,Stripe,Longsleeve,Regular,Button Down,Medium
1259,Ralph Lauren,White,Tops,Formal Shirts,AW14,Plain,Longsleeve,Slim,Button Down,Light
1332,Ralph Lauren,Olive,Tops,Casual Shirts,SS17,Plain,Longsleeve,Regular,Down,Dark
1411,Ralph Lauren,Dark Gray,Tops,Knitwear,AW17,Plain,Longsleeve,Regular,None,Dark
1441,Ralph Lauren,Light blue,Tops,Casual Shirts,SS17,Check / plaid,Longsleeve,Regular,Button Down,Light
1471,Ralph Lauren,Black,Tops,Polos,AW14,Plain,Shortsleeve,Slim,None,Dark
1526,Ralph Lauren,Navy,Tops,Polos,AW14,Graphic,Longsleeve,Regular,None,Dark
221,Ralph Lauren,Beige,Bottoms,Chinos,AW17,Plain,None,Slim,None,Light
2101,Vilebrequin,Navy,Bottoms,Swim,SS18,Plain,None,Regular,None,Dark
1488,Ralph Lauren,Navy,Tops,Polos,AW17,Plain,Shortsleeve,Regular,None,Dark
1544,Ralph Lauren,Blue,Tops,Casual Shirts,SS17,Plain,Longsleeve,Slim,Button Down,Medium
1566,Ralph Lauren,Yellow,Tops,Polos,AW14,Plain,Shortsleeve,Slim,None,Light
1605,Ralph Lauren,Blue,Tops,Casual Shirts,SS17,Check / plaid,Longsleeve,Regular,Button Down,Medium
1555,Ralph Lauren,Gray,Shoes,Sneakers,AW14,Plain,None,None,None,Light
1651,Ralph Lauren,Green,Tops,Polos,AW14,Graphic,Shortsleeve,Regular,None,Medium
1636,Ralph Lauren,Blue,Tops,Casual Shirts,SS17,Plain,Longsleeve,Regular,Button Down,Medium
1640,Ralph Lauren,Blue,Tops,Casual Shirts,AW17,Plain,Longsleeve,Regular,Button Down,Medium
1663,Ralph Lauren,Navy,Shoes,Boots,AW14,Plain,None,None,None,Dark
1731,Ralph Lauren,Green,Tops,Polos,AW14,Graphic,Shortsleeve,Regular,None,Medium
1710,Ralph Lauren,Pink,Tops,Casual Shirts,AW17,Plain,Longsleeve,Slim,Button Down,Light
1719,Ralph Lauren,Olive,Tops,Casual Shirts,AW17,Plain,Longsleeve,Slim,Button Down,Dark
1790,Ralph Lauren,White,Tops,Formal Shirts,AW14,Plain,Longsleeve,Slim,Button Down,Light
1787,Ralph Lauren,Pink,Tops,Casual Shirts,SS17,Plain,Longsleeve,Slim,Button Down,Light
1792,Ralph Lauren,Gray,Tops,Casual Shirts,AW17,Plain,Longsleeve,Regular,Button Down,Light
1802,Ralph Lauren,Blue,Tops,Casual Shirts,AW17,Plain,Longsleeve,Slim,Button Down,Medium
1772,Ralph Lauren,Black,Tops,Polos,AW14,Plain,Shortsleeve,Slim,None,Dark
1750,Ralph Lauren,Blue,Tops,Polos,AW14,Graphic,Shortsleeve,Regular,None,Medium
1813,Ralph Lauren,Red,Tops,T-Shirt,AW17,Plain,Shortsleeve,Slim,"Crew neck,Patch",Medium
1837,Ralph Lauren,Beige,Tops,Polos,AW14,Graphic,Longsleeve,Regular,None,Light
3207,Ralph Lauren,Blue,Tops,Casual Shirts,AW19,None,Longsleeve,Slim,Button Down,Medium
3211,Ralph Lauren,Green,Bottoms,Chinos,AW19,None,None,Slim,None,Medium
3218,Ralph Lauren,Green,Tops,T-Shirt,AW19,Plain,Shortsleeve,Slim,Crew neck,Medium
3231,Ralph Lauren,Navy,Tops,T-Shirt,AW19,Graphic,Shortsleeve,Slim,Crew neck,Dark
3232,Ralph Lauren,White,Tops,T-Shirt,AW19,Graphic,Shortsleeve,Slim,Crew neck,Light
3237,Ralph Lauren,Yellow,Tops,Casual Shirts,AW19,Plain,Longsleeve,Slim,Button Down,Light
3245,Ralph Lauren,Light blue,Tops,Casual Shirts,AW19,Stripe,Longsleeve,Regular,Button Down,Light
3741,Ralph Lauren,Blue,Accessories,Underwear,SS20,Check / plaid,None,None,None,Medium
1845,Ralph Lauren,Brown,Bottoms,Chinos,AW17,Plain,None,Regular,None,Dark
2275,Reiss,Black,Tops,T-Shirt,AW18,Plain,Shortsleeve,Regular,Crew neck,Dark
3502,Ralph Lauren,Blue/White,Tops,Casual Shirts,AW19,Check / plaid,Longsleeve,Regular,Button Down,Mixed
3739,Ralph Lauren,Light Gray,Accessories,Underwear,SS20,Plain,None,None,None,Light
2276,Reiss,Blue,Tops,T-Shirt,AW18,Plain,Shortsleeve,Regular,Crew neck,Medium
2277,Reiss,Pink,Tops,T-Shirt,AW18,Plain,Shortsleeve,Regular,Crew neck,Light
2278,Reiss,Black,Tops,T-Shirt,AW18,Plain,Shortsleeve,Regular,Crew neck,Dark
2279,Reiss,Dark Green,Tops,T-Shirt,AW18,Plain,Shortsleeve,Regular,Crew neck,Dark
2280,Reiss,White,Tops,T-Shirt,AW18,Plain,Shortsleeve,Regular,Crew neck,Light
2281,Reiss,Navy,Tops,Polos,AW18,Plain,Shortsleeve,Regular,Patch,Dark
2282,Reiss,Pink,Tops,Polos,AW18,Plain,Shortsleeve,Regular,Patch,Light
2284,Reiss,Gray,Tops,Sweaters,AW18,Plain,Longsleeve,Slim,None,Light
2285,Reiss,Blue,Tops,Polos,AW18,Plain,Shortsleeve,Slim,None,Medium
2286,Reiss,Blue,Tops,T-Shirt,AW18,Plain,Shortsleeve,Slim,Crew neck,Medium
2287,Reiss,Pink,Tops,T-Shirt,AW18,Plain,Shortsleeve,Slim,Crew neck,Light
2289,Reiss,Gray,Tops,Casual Shirts,AW18,Graphic,Longsleeve,Slim,Down,Light
2290,Reiss,Navy,Tops,Casual Shirts,AW18,Plain,Longsleeve,Slim,Button Down,Dark
2291,Reiss,Gray,Tops,Sweaters,AW18,Plain,Longsleeve,Slim,None,Light
2294,Reiss,Black,Tops,Casual Outerwear,AW18,Plain,Longsleeve,Slim,None,Dark
2295,Reiss,Gray,Tops,Sweaters,AW18,Plain,Longsleeve,Regular,Crew neck,Light
2296,Reiss,Pink,Tops,Casual Shirts,AW18,Plain,Longsleeve,Slim,Down,Light
2297,Reiss,Navy,Tops,Casual Shirts,AW18,Plain,Longsleeve,Slim,Down,Dark
2298,Reiss,Green,Tops,Sweaters,AW18,Plain,Longsleeve,Slim,Crew neck,Medium
2299,Reiss,Black,Tops,Sweaters,AW18,Plain,Longsleeve,Slim,Crew neck,Dark
2301,Reiss,Navy,Tops,Sweaters,AW18,Plain,Longsleeve,Slim,Crew neck,Dark
2303,Reiss,Gray,Tops,Blazer,AW18,Plain,Longsleeve,Slim,"Patch,Notched,1 button",Light
2304,Reiss,Black,Tops,Sweaters,AW18,Plain,Longsleeve,Slim,Crew neck,Dark
2306,Reiss,Green,Bottoms,Chinos,AW18,Plain,None,Slim,None,Medium
2307,Reiss,Black,Bottoms,Chinos,AW18,Plain,None,Slim,None,Dark
2308,Reiss,Navy,Bottoms,Chinos,AW18,Plain,None,Slim,None,Dark
2309,Reiss,Gray,Bottoms,Formal Trousers,AW18,Plain,None,Slim,None,Light
2311,Reiss,Navy,Bottoms,Chinos,AW18,Plain,None,Slim,None,Dark
2312,Reiss,Navy,Tops,Blazer,AW18,Plain,Longsleeve,Slim,"Patch,Notched,Double breasted",Dark
2313,Reiss,Black,Shoes,Boots,AW18,Plain,None,None,None,Dark
2314,Reiss,Brown,Shoes,Boots,AW18,Plain,None,None,None,Dark
2315,Reiss,Gray,Shoes,Sneakers,AW18,Plain,None,None,None,Light
2316,Reiss,Brown,Shoes,Sneakers,AW18,Plain,None,None,None,Dark
2319,Reiss,Navy,Accessories,Bow Tie,AW18,Plain,None,None,None,Dark
2320,Reiss,Green,Accessories,Ties,AW18,Plain,None,None,None,Medium
2322,Reiss,Blue,Accessories,Ties,AW18,Plain,None,None,None,Medium
2324,Reiss,Black,Accessories,Sunglasses,AW18,Plain,None,None,Wayfarer,Dark
2325,Reiss,Black,Accessories,Sunglasses,AW18,Plain,None,None,Round,Dark
2326,Reiss,Black,Accessories,Sunglasses,AW18,Plain,None,None,Wayfarer,Dark
2327,Reiss,Brown,Accessories,Belt,AW18,Plain,None,None,Formal,Dark
2328,Reiss,Black,Accessories,Belt,AW18,Plain,None,None,Formal,Dark
2329,Reiss,Blue,Accessories,Socks,AW18,Plain,None,None,Mid Calf,Medium
2330,Reiss,Black,Accessories,Socks,AW18,Plain,None,None,Mid Calf,Dark
2332,Reiss,Burgundy,Accessories,Socks,AW18,Plain,None,None,Mid Calf,Dark
2333,Reiss,Navy,Bottoms,Swim,AW18,Plain,None,Regular,None,Dark
2335,Reiss,Navy,Bottoms,Chinos,AW18,Plain,None,Slim,None,Dark
2336,Reiss,Gray,Bottoms,Chinos,AW18,Plain,None,Slim,None,Light
2334,Reiss,Light Green,Bottoms,Swim,AW18,Plain,None,Regular,None,Light
2331,Reiss,Olive,Accessories,Socks,AW18,Plain,None,None,Mid Calf,Dark
2323,Reiss,Brown,Accessories,Sunglasses,AW18,Plain,None,None,Wayfarer,Dark
2321,Reiss,Brown,Accessories,Ties,AW18,Plain,None,None,None,Dark
2318,Reiss,White,Accessories,Pocket Square,AW18,Plain,None,None,None,Light
2317,Reiss,Navy,Accessories,Pocket Square,AW18,Plain,None,None,None,Dark
2310,Reiss,Olive,Bottoms,Chinos,AW18,Plain,None,Slim,None,Dark
2305,Reiss,Dark Gray,Tops,Casual Shirts,AW18,Plain,Longsleeve,Slim,Down,Dark
2302,Reiss,Brown,Tops,Sweaters,AW18,Plain,Longsleeve,Slim,Crew neck,Dark
2300,Reiss,Blue,Tops,Casual Shirts,AW18,Dobby,Longsleeve,Regular,Down,Medium
2644,Happy Socks,Navy/Yellow/Red/Blue,Accessories,Socks,SS19,None,None,None,None,Mixed
3740,Ralph Lauren,Navy,Accessories,Underwear,SS20,Multi,None,None,None,Dark
3742,Ralph Lauren,Blue,Accessories,Underwear,SS20,Plain,None,None,None,Medium
3738,Ralph Lauren,Blue,Accessories,Underwear,SS20,Multi,None,None,None,Medium
3758,Ralph Lauren,Black/Blue/White,Accessories,Socks,SS20,Plain,None,None,None,Dark
3757,Ralph Lauren,Black/Gray/White,Tops,T-Shirt,SS20,Plain,Shortsleeve,Slim,Crew neck,Dark
2293,Reiss,Dark Beige,Tops,Casual Outerwear,AW18,Plain,Longsleeve,Slim,None,Medium
2292,Reiss,Cream,Tops,Sweaters,AW18,Plain,Longsleeve,Slim,None,Light
2288,Reiss,Gray,Tops,T-Shirt,AW18,Graphic,Shortsleeve,Regular,Crew neck,Light
2283,Reiss,Beige,Tops,Polos,AW18,Plain,Shortsleeve,Regular,Patch,Light
2274,Reiss,Beige,Tops,T-Shirt,AW18,Plain,Shortsleeve,Regular,Crew neck,Light
1650,Reiss,White,Tops,Casual Shirts,AW17,Plain,Longsleeve,Regular,"Henley,Patch",Light
53,Reiss,White,Tops,T-Shirt,AW17,Plain,Shortsleeve,Regular,Crew neck,Light
437,Reiss,Black,Shoes,Boots,AW17,Plain,None,None,None,Dark
2338,Reiss,Pink,Tops,Polos,AW18,Plain,Shortsleeve,Regular,None,Light
2339,Reiss,Navy,Tops,Knitwear,AW18,Plain,Longsleeve,Slim,Crew neck,Dark
2340,Reiss,Green,Tops,Casual Shirts,AW18,Floral,Longsleeve,Slim,Down,Medium
2341,Reiss,Gray,Tops,Casual Shirts,AW18,Floral,Longsleeve,Slim,Down,Light
2342,Reiss,White,Tops,Casual Shirts,AW18,Floral,Longsleeve,Slim,Down,Light
2343,Reiss,Blue,Tops,Blazer,AW18,Plain,Longsleeve,Slim,"Patch,Notched,2 button",Medium
1726,Reiss,Beige,Tops,Sweaters,AW17,Plain,Longsleeve,Slim,V neck,Light
2611,Reiss,Navy,Accessories,Socks,SS19,Dots,None,None,None,Dark
2612,Reiss,Navy,Bottoms,Chinos,SS19,Plain,None,Slim,None,Dark
2613,Reiss,Gray,Bottoms,Formal Trousers,SS19,Plain,None,None,None,Light
2614,Reiss,Navy,Bottoms,Formal Trousers,SS19,Plain,None,None,None,Dark
2615,Reiss,White,Tops,Casual Shirts,SS19,Plain,Shortsleeve,Slim,Down,Light
2616,Reiss,Navy,Tops,Casual Shirts,SS19,Plain,Shortsleeve,Slim,Down,Dark
2617,Reiss,Pink,Tops,Formal Shirts,SS19,Plain,Longsleeve,Slim,Down,Light
2618,Reiss,White,Tops,Formal Shirts,SS19,Plain,Longsleeve,Slim,Down,Light
2619,Reiss,Black,Tops,T-Shirt,SS19,Plain,Shortsleeve,Regular,Crew neck,Dark
2620,Reiss,Navy,Tops,T-Shirt,SS19,Plain,Shortsleeve,Regular,Crew neck,Dark
2621,Reiss,Burgundy,Tops,T-Shirt,SS19,Plain,Shortsleeve,Regular,Crew neck,Dark
2622,Reiss,Pink,Tops,T-Shirt,SS19,Plain,Shortsleeve,Regular,Crew neck,Light
2623,Reiss,White,Tops,T-Shirt,SS19,Plain,Shortsleeve,Regular,V neck,Light
2624,Reiss,Navy,Tops,T-Shirt,SS19,Plain,Shortsleeve,Regular,V neck,Dark
2625,Reiss,Blue,Tops,Casual Shirts,SS19,Plain,Shortsleeve,Slim,Down,Medium
2626,Reiss,White,Tops,Casual Shirts,SS19,Dots,Longsleeve,Slim,Down,Light
2627,Reiss,Green,Tops,Casual Shirts,SS19,Dots,Longsleeve,Slim,Down,Medium
2628,Reiss,Green,Tops,Formal Shirts,SS19,Plain,Longsleeve,Slim,Down,Medium
2629,Reiss,Blue,Tops,Formal Shirts,SS19,Plain,Longsleeve,Slim,Down,Medium
2630,Reiss,Navy,Tops,Blazer,SS19,Plain,Longsleeve,Slim,"Flap,1 button",Dark
2631,Reiss,Navy,Bottoms,Formal Trousers,SS19,Plain,None,Slim,None,Dark
2632,Reiss,Navy,Tops,Vest,SS19,Plain,Sleeveless,None,Patch,Dark
2633,Reiss,Blue,Tops,Blazer,SS19,Check / plaid,Longsleeve,Slim,"Patch,1 button",Medium
2634,Reiss,White,Tops,T-Shirt,SS19,Plain,Shortsleeve,Regular,Crew neck,Light
2635,Reiss,Maroon,Tops,Polos,SS19,Plain,Shortsleeve,Slim,None,Dark
2636,Reiss,Navy,Tops,Polos,SS19,Plain,Shortsleeve,Slim,None,Dark
2902,Campione,Brown,Bottoms,Chinos,SS19,None,None,None,None,Dark
3652,Money,Black,Tops,T-Shirt,AW19,None,None,None,None,Dark
2637,Reiss,Green,Tops,Polos,SS19,Plain,Shortsleeve,Slim,None,Medium
2638,Reiss,White,Tops,Polos,SS19,Plain,Shortsleeve,Slim,None,Light
2639,Reiss,Maroon,Tops,Knitwear,SS19,Plain,Shortsleeve,None,Crew neck,Dark
2610,Reiss,Brown,Shoes,Brogues,SS19,None,None,None,None,Dark
2640,FREDS,Blue,Bottoms,Swim,SS19,Floral,None,None,None,Medium
2641,FREDS,Pink,Bottoms,Swim,SS19,Multi,None,None,None,Light
2642,FREDS,Green/Pink,Bottoms,Swim,SS19,Floral,None,None,None,Mixed
2643,FREDS,White,Bottoms,Swim,SS19,Multi,None,None,None,Light
3653,Money,Black,Tops,T-Shirt,AW19,None,None,None,None,Dark
3654,Money,White,Tops,T-Shirt,AW19,None,None,None,None,Light
3655,Money,Black,Tops,T-Shirt,AW19,None,None,None,None,Dark
3656,Money,White,Tops,T-Shirt,AW19,None,None,None,None,Light
3657,Money,Black,Tops,T-Shirt,AW19,None,None,None,None,Dark
3658,Money,White,Tops,T-Shirt,AW19,None,None,None,None,Light
3659,Money,White,Tops,T-Shirt,AW19,None,None,None,None,Light
2498,Scott Blue,White,Tops,Polos,AW18,Plain,Shortsleeve,Slim,Down,Light
3663,Money,Black,Tops,T-Shirt,AW19,None,None,None,None,Dark
3666,Money,Black,Tops,T-Shirt,AW19,None,None,None,None,Dark
3664,Money,Black,Tops,T-Shirt,AW19,None,None,None,None,Dark
3660,Money,White,Tops,T-Shirt,AW19,None,None,None,None,Light
3661,Money,Black,Tops,Hoodies,AW19,None,None,None,None,Dark
3665,Money,Black,Tops,Hoodies,AW19,None,None,None,None,Dark
3668,Money,Black,Tops,T-Shirt,AW19,None,None,None,None,Dark
1839,Reiss,Burgundy,Tops,Sweaters,AW17,Plain,Longsleeve,Slim,V neck,Dark
1098,Reiss,Navy,Shoes,Moccassin,AW17,Plain,None,None,None,Dark
2344,Matte,Brown,Shoes,Loafers,AW18,Plain,None,None,None,Dark
2345,Matte,Navy,Shoes,Loafers,AW18,Plain,None,None,None,Dark
2337,Reiss,Beige,Tops,Knitwear,AW18,Plain,Longsleeve,Slim,None,Light
2208,John White,Dark Brown,Shoes,Boots,SS18,Plain,None,None,None,Dark
2121,Reiss,Olive,Bottoms,Chinos,SS18,Plain,None,Slim,None,Dark
487,Reiss,Black,Tops,T-Shirt,AW17,Plain,Shortsleeve,Regular,V neck,Dark
2402,Reiss,Brown,Shoes,Brogues,AW18,Plain,None,None,None,Dark
2403,Reiss,White,Tops,T-Shirt,AW18,Plain,Shortsleeve,Regular,V neck,Light
2404,Reiss,Black,Tops,T-Shirt,AW18,Plain,Shortsleeve,Slim,Crew neck,Dark
2405,Reiss,Navy,Tops,T-Shirt,AW18,Plain,Shortsleeve,Regular,Crew neck,Dark
2406,Reiss,Navy,Tops,T-Shirt,AW18,Plain,Shortsleeve,Regular,V neck,Dark
2407,Reiss,Navy,Tops,Casual Shirts,AW18,Plain,Longsleeve,Slim,Button Down,Dark
2408,Reiss,Navy,Tops,Casual Shirts,AW18,Plain,Longsleeve,Slim,Down,Dark
2409,Reiss,Pink,Tops,Formal Shirts,AW18,Plain,Longsleeve,Slim,Down,Light
2410,Reiss,Blue,Tops,Formal Shirts,AW18,Plain,Longsleeve,Slim,Down,Medium
2411,Reiss,White,Tops,Formal Shirts,AW18,Plain,Longsleeve,Slim,Down,Light
2412,Reiss,White,Tops,Casual Shirts,AW18,Plain,Shortsleeve,Slim,Down,Light
2413,Reiss,Navy,Tops,Casual Shirts,AW18,Plain,Shortsleeve,Slim,Down,Dark
1857,Reiss,Navy,Tops,Polos,SS18,Plain,Shortsleeve,Regular,None,Dark
1821,MONSIEUR FOX,Gray,Accessories,Ties,SS14,Multi,None,None,Regular,Light
1290,MONSIEUR FOX,White,Accessories,Pocket Square,AW16,Dots,None,None,None,Light
1167,West LA,Green,Tops,T-Shirt,AW14,Plain,Shortsleeve,Slim,"Crew neck,Patch",Medium
2170,Reiss,Navy,Tops,Formal Shirts,SS18,Plain,Longsleeve,Slim,Button Down,Dark
2163,Reiss,White,Tops,Formal Shirts,SS18,Plain,Longsleeve,Slim,Down,Light
476,Ralph Lauren,Brown,Tops,Polos,AW17,Plain,Longsleeve,Slim,None,Dark
2051,Scotch & Soda,Black,Tops,T-Shirt,SS18,Plain,Sleeveless,Slim,Crew neck,Dark
2433,Hackett,Navy,Bottoms,Chinos,AW18,Plain,None,Slim,None,Dark
2492,Scott Blue,Gray,Tops,T-Shirt,AW18,Plain,Longsleeve,Slim,Crew neck,Light
2579,Scotch & Soda,Yellow,Tops,Polos,SS19,Plain,Shortsleeve,None,Patch,Light
2712,Hackett,White,Bottoms,Chinos,SS19,Plain,None,Slim,Light,Light
3669,Claudio Sartore,Brown,Bottoms,Formal Trousers,AW19,None,None,None,None,Dark
3670,Claudio Sartore,Brown,Bottoms,Formal Trousers,AW19,None,None,None,None,Dark
1108,Sobe,Red/Blue,Tops,Casual Shirts,SS15,Paisley,Longsleeve,Slim,Cut Away,Mixed
2489,Scott Blue,Navy,Tops,Polos,AW18,Plain,Shortsleeve,Slim,Down,Dark
2713,Hackett,Navy,Bottoms,Chinos,SS19,Plain,None,Slim,Light,Dark
2904,Campione,Purple,Bottoms,Chinos,SS19,None,None,None,None,Dark
3012,Calvin Klein,White,Tops,T-Shirt,SS19,Graphic,None,None,None,Light
188,Sobe,Blue,Tops,Casual Shirts,SS15,Plain,Longsleeve,Slim,Wide,Medium
1969,Moss Bros,Navy,Tops,Formal Shirts,SS18,Plain,Longsleeve,Slim,Down,Dark
2210,Moss Bros,Gray,Tops,Blazer,SS18,Check / plaid,Longsleeve,Slim,"Flap,Notched,2 button",Light
3701,Cavanni,White,Tops,Casual Shirts,SS20,Plain,Longsleeve,Slim,Button Down,Light
754,Sobe,Pink,Tops,Casual Shirts,SS15,Multi,Longsleeve,Slim,Button Down,Light
3702,Cavanni,White,Tops,Casual Shirts,SS20,Plain,Longsleeve,Slim,Button Down,Light
3703,Cavanni,Light Blue,Tops,Casual Shirts,SS20,Plain,Longsleeve,Slim,Button Down,Light
3704,Cavanni,Blue,Tops,Casual Shirts,SS20,Plain,Longsleeve,Slim,Button Down,Medium
73,Sobe,Gray,Tops,Casual Shirts,SS15,Multi,Longsleeve,Slim,Button Down,Light
3705,Cavanni,Gray,Tops,Blazer,SS20,Check / plaid,Longsleeve,Slim,"Flap,2 button",Light
3671,Cavanni,Black,Bottoms,Jeans,AW19,Plain,None,Slim,Dark,Dark
3672,Cavanni,Navy,Bottoms,Jeans,AW19,Plain,None,Slim,Dark,Dark
3673,Cavanni,Dark Blue,Bottoms,Jeans,AW19,Plain,None,Skinny,Dark,Dark
3674,Cavanni,Blue,Bottoms,Jeans,AW19,Plain,None,Slim,Dark,Medium
3675,Cavanni,Black,Bottoms,Jeans,AW19,Plain,None,Slim,Dark,Dark
3676,Cavanni,Navy,Bottoms,Jeans,AW19,Plain,None,Slim,Dark,Dark
3677,Cavanni,Dark Blue,Bottoms,Jeans,AW19,Plain,None,Skinny,Dark,Dark
3682,Money,Gray,Bottoms,Sweatpants,AW19,None,None,Slim,None,Light
3644,Claudio Sartore,Dark Blue,Bottoms,Formal Trousers,AW19,None,None,None,None,Dark
3449,Money,Gray,Bottoms,Sweatpants,AW19,None,None,Regular,None,Light
3755,Skiny,White,Tops,T-Shirt,SS20,None,Shortsleeve,None,None,Light
3756,Skiny,Black,Tops,T-Shirt,SS20,Plain,Shortsleeve,Regular,Crew neck,Dark
3693,Claudio Sartore,Pink,Tops,Blazer,SS20,Plain,Longsleeve,Slim,"Flap,Notched,2 button",Light
3694,Claudio Sartore,Pink,Tops,Blazer,SS20,Plain,Longsleeve,Slim,"Flap,Notched,2 button",Light
3695,Claudio Sartore,Gray,Tops,Blazer,SS20,Plain,Longsleeve,Slim,"Flap,Notched,2 button",Light
3696,Claudio Sartore,Dark Gray,Tops,Blazer,SS20,Plain,Longsleeve,Slim,"Flap,Notched,2 button",Dark
3697,Claudio Sartore,Light Gray,Tops,Blazer,SS20,Plain,Longsleeve,Slim,"Flap,Notched,2 button",Light
3698,Claudio Sartore,Blue,Tops,Blazer,SS20,Plain,Longsleeve,Slim,"Flap,Notched,2 button",Medium
3699,Claudio Sartore,Dark Blue,Tops,Blazer,SS20,Plain,Longsleeve,Slim,"Flap,Notched,2 button",Dark
3700,Claudio Sartore,Light Blue,Tops,Blazer,SS20,Plain,Longsleeve,Slim,"Flap,Notched,2 button",Light
3708,Claudio Sartore,Blue,Tops,Blazer,SS20,Plain,Longsleeve,Slim,"Flap,Notched,2 button",Medium
