,user_id,user_weight,user_height,user_shirts_fit,user_pants_fit,user_waist_size,user_shirt_size,user_blazer_size,type,brand,category,fit,purchased,reason,size
0,47,82.0,194.0,,,32,M,50,Tops,SuitSupply,Formal Shirts,Slim,yes,,39
1,47,82.0,194.0,,,32,M,50,Tops,SuitSupply,Formal Shirts,Slim,yes,,39
2,66,72.0,183.0,,,,M,,Tops,SuitSupply,Formal Shirts,Slim,yes,,39
3,68,102.0,174.0,,,36,XXL,,Bottoms,Japan Rags,Jeans,Slim,yes,,36
4,54,92.0,188.0,,,34,,52,Bottoms,SuitSupply,Casual Trousers,Slim,yes,,32
5,54,92.0,188.0,,,34,,52,Tops,one 90 One,T-Shirt,Slim,yes,,L
6,9,65.0,175.0,Slim Fit,Slim Fit,,,,Tops,Japan Rags,T-Shirt,Regular,yes,,XXL
7,9,65.0,175.0,Slim Fit,Slim Fit,,,,Tops,Japan Rags,T-Shirt,Slim,yes,,XL
8,9,65.0,175.0,Slim Fit,Slim Fit,,,,Tops,Japan Rags,T-Shirt,Slim,yes,,XL
9,9,65.0,175.0,Slim Fit,Slim Fit,,,,Bottoms,Japan Rags,Jeans,Slim,yes,,34
10,9,65.0,175.0,Slim Fit,Slim Fit,,,,Bottoms,Japan Rags,Jeans,Slim,yes,,34
11,55,74.0,178.0,,,30,M,,Tops,one 90 One,T-Shirt,Slim,yes,,M
12,55,74.0,178.0,,,30,M,,Tops,one 90 One,T-Shirt,Slim,yes,,M
13,55,74.0,178.0,,,30,M,,Suits,SuitSupply,Suits,Slim,yes,,48
14,55,74.0,178.0,,,30,M,,Bottoms,AG Jeans,Chinos,Slim,yes,,32
15,55,74.0,178.0,,,30,M,,Shoes,SuitSupply,Derby,None,yes,,42
16,59,63.0,160.0,,,,S,,Tops,SuitSupply,Knitwear,Slim,yes,,M
17,48,88.0,184.0,,,,M,,Tops,SuitSupply,Formal Shirts,Slim,yes,,42
18,48,88.0,184.0,,,,M,,Tops,one 90 One,Casual Shirts,Regular,yes,,M
19,48,88.0,184.0,,,,M,,Tops,one 90 One,Casual Shirts,Regular,yes,,M
20,48,88.0,184.0,,,,M,,Tops,one 90 One,Casual Shirts,Comfort,yes,,M
21,60,60.0,168.0,Slim Fit,Slim Fit,29,S,46,Tops,SuitSupply,Formal Shirts,Slim,yes,,38
22,60,60.0,168.0,Slim Fit,Slim Fit,29,S,46,Tops,Ralph Lauren,Formal Shirts,Slim,yes,,15
23,60,60.0,168.0,Slim Fit,Slim Fit,29,S,46,Tops,SuitSupply,Blazer,Slim,yes,,48
24,60,60.0,168.0,Slim Fit,Slim Fit,29,S,46,Tops,SuitSupply,Formal Shirts,Slim,yes,,37
25,60,60.0,168.0,Slim Fit,Slim Fit,29,S,46,Tops,SuitSupply,Formal Shirts,Slim,yes,,37
26,60,60.0,168.0,Slim Fit,Slim Fit,29,S,46,Tops,SuitSupply,Formal Shirts,Slim,yes,,37
27,60,60.0,168.0,Slim Fit,Slim Fit,29,S,46,Bottoms,SuitSupply,Casual Trousers,Slim,yes,,30
28,12121,7.0,167.0,Slim Fit,Skinny Fit,,,,Tops,one 90 One,Casual Shirts,Regular,yes,,XL
29,47,82.0,194.0,,,32,M,50,Tops,Ralph Lauren,Formal Shirts,Slim,yes,,15.5
30,61,77.0,173.0,,,32,L,,Bottoms,Japan Rags,Jeans,Slim,yes,,32
31,47,82.0,194.0,,,32,M,50,Tops,Japan Rags,Blazer,Slim,yes,,L
32,47,82.0,194.0,,,32,M,50,Tops,AG Jeans,T-Shirt,Slim,yes,,M
33,47,82.0,194.0,,,32,M,50,Bottoms,Japan Rags,Jeans,Slim,yes,,32
34,47,82.0,194.0,,,32,M,50,Bottoms,Japan Rags,Jeans,Slim,yes,,32
35,68,102.0,174.0,,,36,XXL,,Bottoms,Japan Rags,Jeans,Slim,yes,,36
36,68,102.0,174.0,,,36,XXL,,Tops,one 90 One,Casual Shirts,Comfort,yes,,M
37,73,87.0,178.0,Slim Fit,Regular Fit,36,L,52,Bottoms,Japan Rags,Jeans,Slim,yes,,33
38,73,87.0,178.0,Slim Fit,Regular Fit,36,L,52,Accessories,Japan Rags,Scarf,None,yes,,U
39,73,87.0,178.0,Slim Fit,Regular Fit,36,L,52,Tops,one 90 One,Casual Shirts,Regular,yes,,L
40,73,87.0,178.0,Slim Fit,Regular Fit,36,L,52,Tops,one 90 One,Casual Shirts,Regular,yes,,L
41,73,87.0,178.0,Slim Fit,Regular Fit,36,L,52,Tops,one 90 One,Casual Shirts,Regular,yes,,M
42,73,87.0,178.0,Slim Fit,Regular Fit,36,L,52,Bottoms,Japan Rags,Jeans,Slim,yes,,33
43,73,87.0,178.0,Slim Fit,Regular Fit,36,L,52,Tops,Japan Rags,T-Shirt,Slim,yes,,XL
44,73,87.0,178.0,Slim Fit,Regular Fit,36,L,52,Bottoms,AG Jeans,Chinos,Slim,yes,,33
45,73,87.0,178.0,Slim Fit,Regular Fit,36,L,52,Accessories,SuitSupply,Belt,None,yes,,95
46,73,87.0,178.0,Slim Fit,Regular Fit,36,L,52,Tops,one 90 One,Casual Shirts,Regular,yes,,L
47,73,87.0,178.0,Slim Fit,Regular Fit,36,L,52,Tops,SuitSupply,Formal Shirts,Slim,yes,,39
48,73,87.0,178.0,Slim Fit,Regular Fit,36,L,52,Tops,SuitSupply,Formal Shirts,Slim,yes,,39
49,73,87.0,178.0,Slim Fit,Regular Fit,36,L,52,Tops,one 90 One,Casual Shirts,Regular,yes,,L
50,73,87.0,178.0,Slim Fit,Regular Fit,36,L,52,Tops,one 90 One,Casual Shirts,Regular,yes,,S
51,27,69.0,176.0,,,32,S,46,Bottoms,SuitSupply,Formal Trousers,Slim,yes,,32
52,27,69.0,176.0,,,32,S,46,Tops,SuitSupply,Blazer,Slim,yes,,46
53,73,87.0,178.0,Slim Fit,Regular Fit,36,L,52,Bottoms,AG Jeans,Chinos,Slim,yes,,33
54,30,71.0,180.0,,,34,,,Bottoms,SuitSupply,Formal Trousers,Slim,yes,,48
55,64,84.0,182.0,Regular Fit,Slim Fit,34,L,50,Shoes,Lacoste,Loafers,None,yes,,10
56,64,84.0,182.0,Regular Fit,Slim Fit,34,L,50,Shoes,Lacoste,Moccassin,None,yes,,10
57,64,84.0,182.0,Regular Fit,Slim Fit,34,L,50,Bottoms,SuitSupply,Casual Trousers,Slim,yes,,34
58,64,84.0,182.0,Regular Fit,Slim Fit,34,L,50,Tops,one 90 One,Casual Shirts,Comfort,yes,,S
59,64,84.0,182.0,Regular Fit,Slim Fit,34,L,50,Accessories,SuitSupply,Belt,None,yes,,95
60,64,84.0,182.0,Regular Fit,Slim Fit,34,L,50,Bottoms,AG Jeans,Jeans,Slim,yes,,31
61,64,84.0,182.0,Regular Fit,Slim Fit,34,L,50,Tops,SuitSupply,Formal Shirts,Slim,yes,,38
62,28,92.0,179.0,No idea,Slim Fit,36,L,52,Shoes,Converse,Sneakers,None,yes,,44
63,28,92.0,179.0,No idea,Slim Fit,36,L,52,Bottoms,Japan Rags,Jeans,Slim,yes,,34
64,28,92.0,179.0,No idea,Slim Fit,36,L,52,Tops,Japan Rags,T-Shirt,Slim,yes,,L
65,28,92.0,179.0,No idea,Slim Fit,36,L,52,Tops,Van Heusen,Casual Shirts,Slim,yes,,L
66,28,92.0,179.0,No idea,Slim Fit,36,L,52,Tops,one 90 One,T-Shirt,Slim,yes,,L
67,28,92.0,179.0,No idea,Slim Fit,36,L,52,Tops,one 90 One,Casual Shirts,Comfort,yes,,XL
68,28,92.0,179.0,No idea,Slim Fit,36,L,52,Tops,AG Jeans,Polos,Regular,yes,,M
69,29,94.0,181.0,,,,L,,Tops,SuitSupply,Formal Shirts,Slim,yes,,42
70,75,75.0,179.0,Slim Fit,Slim Fit,30,M,48,Bottoms,SuitSupply,Casual Trousers,Slim,yes,,32
71,75,75.0,179.0,Slim Fit,Slim Fit,30,M,48,Tops,SuitSupply,Knitwear,Slim,yes,,M
72,75,75.0,179.0,Slim Fit,Slim Fit,30,M,48,Tops,one 90 One,Casual Shirts,Regular,yes,,S
73,75,75.0,179.0,Slim Fit,Slim Fit,30,M,48,Tops,one 90 One,T-Shirt,Slim,yes,,S
74,75,75.0,179.0,Slim Fit,Slim Fit,30,M,48,Tops,one 90 One,Sweatshirts,Slim,yes,,S
75,65,76.0,178.0,,,34,,,Bottoms,Japan Rags,Jeans,Slim,yes,,34
76,61,77.0,173.0,,,32,L,,Tops,Japan Rags,Casual Shirts,Slim,yes,,L
77,82,87.0,186.0,,,38,L,,Bottoms,SuitSupply,Formal Trousers,Slim,yes,,54
78,82,87.0,186.0,,,38,L,,Tops,Japan Rags,T-Shirt,Slim,yes,,L
79,82,87.0,186.0,,,38,L,,Tops,Lacoste,Formal Shirts,Slim,yes,,40
80,82,87.0,186.0,,,38,L,,Bottoms,Japan Rags,Jeans,Slim,yes,,38
81,82,87.0,186.0,,,38,L,,Tops,SuitSupply,Knitwear,Slim,yes,,L
82,82,87.0,186.0,,,38,L,,Bottoms,Japan Rags,Jeans,Slim,yes,,38
83,82,87.0,186.0,,,38,L,,Bottoms,Japan Rags,Jeans,Slim,yes,,38
84,82,87.0,186.0,,,38,L,,Tops,SuitSupply,Knitwear,Slim,yes,,L
85,807,89.0,184.0,,,38,L,,Bottoms,AG Jeans,Jeans,Slim,yes,,36
86,807,89.0,184.0,,,38,L,,Bottoms,SuitSupply,Formal Trousers,Slim,yes,,36
87,807,89.0,184.0,,,38,L,,Bottoms,SuitSupply,Casual Trousers,Slim,yes,,54
88,807,89.0,184.0,,,38,L,,Tops,one 90 One,Casual Shirts,Regular,yes,,L
89,807,89.0,184.0,,,38,L,,Tops,Van Heusen,Casual Shirts,Slim,yes,,XL
90,807,89.0,184.0,,,38,L,,Tops,SuitSupply,Formal Shirts,Slim,yes,,42
91,807,89.0,184.0,,,38,L,,Accessories,SuitSupply,Belt,None,yes,,95
92,807,89.0,184.0,,,38,L,,Tops,SuitSupply,Formal Shirts,Slim,yes,,42
93,807,89.0,184.0,,,38,L,,Shoes,SuitSupply,Loafers,None,yes,,43
94,91,89.0,172.0,,,,,,Bottoms,SuitSupply,Formal Trousers,Slim,no,TOO SMALL,52
95,91,89.0,172.0,,,,,,Tops,AG Jeans,T-Shirt,Slim,no,TOO SMALL,M
96,91,89.0,172.0,,,,,,Bottoms,Japan Rags,Jeans,Slim,no,TOO SMALL,34
97,91,89.0,172.0,,,,,,Bottoms,Japan Rags,Jeans,Regular,no,TOO SMALL,34
98,28,92.0,179.0,No idea,Slim Fit,36,L,52,Tops,Japan Rags,T-Shirt,Slim,yes,,L
99,28,92.0,179.0,No idea,Slim Fit,36,L,52,Tops,SuitSupply,Formal Shirts,Slim,yes,,41
100,28,92.0,179.0,No idea,Slim Fit,36,L,52,Tops,AG Jeans,T-Shirt,Slim,yes,,M
101,28,92.0,179.0,No idea,Slim Fit,36,L,52,Tops,AG Jeans,Polos,Regular,yes,,M
102,95,68.0,176.0,,,30,M,,Bottoms,SuitSupply,Casual Trousers,Slim,yes,NONE,30
103,83,92.0,174.0,,,,,,Tops,Lacoste,T-Shirt,Slim,yes,,5
104,43,84.0,164.0,,,37,L,,Accessories,SuitSupply,Belt,None,yes,,95
105,43,84.0,164.0,,,37,L,,Tops,Lacoste,T-Shirt,Slim,yes,,5
106,43,84.0,164.0,,,37,L,,Bottoms,SuitSupply,Formal Trousers,Slim,yes,,52
107,43,84.0,164.0,,,37,L,,Bottoms,Japan Rags,Jeans,Slim,yes,,33
108,26,73.0,175.0,,,,,,Tops,Japan Rags,T-Shirt,Regular,yes,,S
109,26,73.0,175.0,,,,,,Tops,Japan Rags,T-Shirt,Slim,yes,,M
110,26,73.0,175.0,,,,,,Shoes,Lacoste,Moccassin,None,yes,,10
111,26,73.0,175.0,,,,,,Shoes,Converse,Sneakers,None,yes,,44
112,82,87.0,186.0,,,38,L,,Tops,SuitSupply,Formal Shirts,Slim,yes,,39
113,68,102.0,174.0,,,36,XXL,,Shoes,Lacoste,Slip on,None,yes,NONE,10
114,73,87.0,178.0,Slim Fit,Regular Fit,36,L,52,Tops,one 90 One,Casual Shirts,Comfort,yes,,L
115,73,87.0,178.0,Slim Fit,Regular Fit,36,L,52,Tops,SuitSupply,Blazer,Slim,yes,,42
116,101,93.0,182.0,,,,L,,Tops,one 90 One,Casual Shirts,Regular,yes,NONE,L
117,101,93.0,182.0,,,,L,,Tops,one 90 One,Casual Shirts,Regular,yes,NONE,L
118,101,93.0,182.0,,,,L,,Tops,SuitSupply,Casual Shirts,Slim,yes,NONE,41
119,98,100.0,170.0,,,,,,Tops,Ralph Lauren,Polos,Slim,no,TOO SMALL,XL
120,98,100.0,170.0,,,,,,Tops,Ralph Lauren,Polos,Slim,no,TOO SMALL,XL
121,98,100.0,170.0,,,,,,Tops,Ralph Lauren,Formal Shirts,Slim,no,TOO SMALL,17
122,98,100.0,170.0,,,,,,Tops,Lacoste,T-Shirt,Slim,no,TOO SMALL,6
123,95,68.0,176.0,,,30,M,,Shoes,Converse,Sneakers,None,yes,NONE,41
124,95,68.0,176.0,,,30,M,,Tops,Japan Rags,Casual Shirts,Slim,no,TOO SMALL,M
125,105,81.0,178.0,Slim Fit,Regular Fit,31,M,52,Tops,AG Jeans,Polos,Regular,yes,NONE,M
126,105,81.0,178.0,Slim Fit,Regular Fit,31,M,52,Bottoms,Japan Rags,Jeans,Slim,no,TOO SMALL,33
127,105,81.0,178.0,Slim Fit,Regular Fit,31,M,52,Tops,SuitSupply,Blazer,Slim,yes,NONE,42
128,113,99.0,183.0,Slim Fit,Slim Fit,No idea,XL,No idea,Shoes,LE COQ SPORTIF,Sneakers,None,no,TOO SMALL,43
129,113,99.0,183.0,Slim Fit,Slim Fit,No idea,XL,No idea,Tops,SuitSupply,Knitwear,Slim,no,TOO SMALL,XL
130,113,99.0,183.0,Slim Fit,Slim Fit,No idea,XL,No idea,Tops,one 90 One,Casual Shirts,Regular,yes,NONE,XL
131,113,99.0,183.0,Slim Fit,Slim Fit,No idea,XL,No idea,Tops,Japan Rags,Blazer,Slim,no,TOO SMALL,XL
132,113,99.0,183.0,Slim Fit,Slim Fit,No idea,XL,No idea,Tops,Japan Rags,Blazer,Slim,no,TOO SMALL,XL
133,113,99.0,183.0,Slim Fit,Slim Fit,No idea,XL,No idea,Bottoms,SuitSupply,Formal Trousers,Slim,no,TOO SMALL,52
134,105,81.0,178.0,Slim Fit,Regular Fit,31,M,52,Accessories,SuitSupply,Belt,None,no,TOO SMALL,95
135,105,81.0,178.0,Slim Fit,Regular Fit,31,M,52,Tops,AG Jeans,T-Shirt,Slim,yes,NONE,M
136,104,85.0,174.0,,,,,,Shoes,SuitSupply,Loafers,None,yes,NONE,41.5
137,104,85.0,174.0,,,,,,Accessories,SuitSupply,Belt,None,yes,NONE,95
138,117,81.0,174.0,Slim Fit,Slim Fit,32,M,50,Tops,AG Jeans,T-Shirt,Slim,no,TOO SMALL,M
139,117,81.0,174.0,Slim Fit,Slim Fit,32,M,50,Tops,AG Jeans,T-Shirt,Slim,no,TOO SMALL,M
140,117,81.0,174.0,Slim Fit,Slim Fit,32,M,50,Tops,AG Jeans,T-Shirt,Regular,no,TOO SMALL,M
141,117,81.0,174.0,Slim Fit,Slim Fit,32,M,50,Tops,one 90 One,Casual Shirts,Regular,no,TOO SMALL,S
142,111,85.0,176.0,,,33,L,50,Tops,SuitSupply,Blazer,Slim,no,TOO SMALL,50
143,127,80.0,180.0,,,,,,Tops,Lacoste,Formal Shirts,Slim,no,TOO BIG,44
144,117,81.0,174.0,Slim Fit,Slim Fit,32,M,50,Shoes,Lacoste,Slip on,None,no,TOO BIG,9
145,117,81.0,174.0,Slim Fit,Slim Fit,32,M,50,Tops,AG Jeans,T-Shirt,Regular,no,TOO SMALL,M
146,117,81.0,174.0,Slim Fit,Slim Fit,32,M,50,Tops,AG Jeans,T-Shirt,Slim,no,TOO SMALL,M
147,132,65.0,181.0,,,,,,Tops,AG Jeans,T-Shirt,Slim,yes,NONE,M
148,132,65.0,181.0,,,,,,Tops,Lacoste,Polos,Slim,yes,NONE,4
149,115,98.0,198.0,,,,XL,,Tops,Ralph Lauren,Polos,Slim,no,TOO SMALL,XL
150,115,98.0,198.0,,,,XL,,Tops,one 90 One,Casual Shirts,Regular,yes,NONE,XL
151,115,98.0,198.0,,,,XL,,Tops,one 90 One,T-Shirt,Slim,yes,NONE,XL
152,108,45.0,160.0,,,,S,,Tops,SuitSupply,Formal Shirts,Slim,yes,NONE,37
153,116,77.0,177.0,,,,,,Shoes,Lacoste,Sandal,None,yes,NONE,11
154,135,68.0,169.0,Slim Fit,Slim Fit,31,M,46,Tops,SuitSupply,Formal Shirts,Slim,no,TOO BIG,38
155,135,68.0,169.0,Slim Fit,Slim Fit,31,M,46,Tops,SuitSupply,Formal Shirts,Slim,no,TOO BIG,38
156,135,68.0,169.0,Slim Fit,Slim Fit,31,M,46,Tops,SuitSupply,Formal Shirts,Slim,no,TOO BIG,38
157,135,68.0,169.0,Slim Fit,Slim Fit,31,M,46,Tops,one 90 One,Casual Shirts,Regular,yes,NONE,S
158,135,68.0,169.0,Slim Fit,Slim Fit,31,M,46,Suits,SuitSupply,Suits,Slim,no,TOO BIG,52
159,135,68.0,169.0,Slim Fit,Slim Fit,31,M,46,Accessories,SuitSupply,Belt,None,no,TOO BIG,95
160,138,84.0,188.0,,,,,,Tops,Japan Rags,T-Shirt,Slim,yes,NONE,L
161,138,84.0,188.0,,,,,,Tops,Japan Rags,T-Shirt,Slim,yes,NONE,L
162,141,65.0,167.0,,,,M,,Shoes,Lacoste,Slip on,None,yes,NONE,9
163,141,65.0,167.0,,,,M,,Tops,one 90 One,Casual Shirts,Regular,yes,NONE,M
164,141,65.0,167.0,,,,M,,Tops,one 90 One,Casual Shirts,Regular,yes,NONE,M
165,128,84.0,183.0,,,,M,,Bottoms,Japan Rags,Jeans,Slim,no,TOO SMALL,34
166,128,84.0,183.0,,,,M,,Tops,SuitSupply,Formal Shirts,Slim,yes,NONE,39
167,128,84.0,183.0,,,,M,,Tops,one 90 One,T-Shirt,Slim,yes,NONE,M
168,128,84.0,183.0,,,,M,,Tops,one 90 One,T-Shirt,Slim,yes,NONE,M
169,128,84.0,183.0,,,,M,,Shoes,Ralph Lauren,Sneakers,None,no,TOO BIG,10
170,125,90.0,180.0,,,,L,54,Accessories,SuitSupply,Pocket Square,None,yes,NONE,U
171,125,90.0,180.0,,,,L,54,Accessories,SuitSupply,Pocket Square,None,yes,NONE,U
172,125,90.0,180.0,,,,L,54,Tops,SuitSupply,Blazer,Slim,no,TOO BIG,54
173,125,90.0,180.0,,,,L,54,Tops,one 90 One,Casual Shirts,Regular,no,TOO SMALL,L
174,125,90.0,180.0,,,,L,54,Tops,Van Heusen,Casual Shirts,Comfort,no,TOO BIG,L
175,125,90.0,180.0,,,,L,54,Bottoms,SuitSupply,Casual Trousers,Slim,no,TOO BIG,50
176,125,90.0,180.0,,,,L,54,Tops,SuitSupply,Blazer,Slim,yes,NONE,54
177,125,90.0,180.0,,,,L,54,Bottoms,SuitSupply,Formal Trousers,Slim,no,TOO SMALL,34
178,125,90.0,180.0,,,,L,54,Accessories,SuitSupply,Pocket Square,None,no,TOO SMALL,U
179,125,90.0,180.0,,,,L,54,Accessories,SuitSupply,Belt,None,yes,NONE,95
180,137,70.0,167.0,Classic Fit,Regular Fit,34,M,44,Bottoms,Japan Rags,Jeans,Slim,no,TOO SMALL,33
181,137,70.0,167.0,Classic Fit,Regular Fit,34,M,44,Bottoms,AG Jeans,Jeans,Slim,no,TOO SMALL,33
182,137,70.0,167.0,Classic Fit,Regular Fit,34,M,44,Tops,Lacoste,T-Shirt,Slim,yes,NONE,5
183,137,70.0,167.0,Classic Fit,Regular Fit,34,M,44,Tops,Ralph Lauren,Polos,Slim,yes,NONE,L
184,137,70.0,167.0,Classic Fit,Regular Fit,34,M,44,Tops,Ralph Lauren,Formal Shirts,Slim,yes,NONE,16
185,137,70.0,167.0,Classic Fit,Regular Fit,34,M,44,Tops,one 90 One,Casual Shirts,Comfort,no,TOO SMALL,M
186,137,70.0,167.0,Classic Fit,Regular Fit,34,M,44,Tops,one 90 One,Casual Shirts,Comfort,yes,NONE,L
187,137,70.0,167.0,Classic Fit,Regular Fit,34,M,44,Tops,one 90 One,Casual Shirts,Regular,no,TOO SMALL,M
188,141,65.0,167.0,,,,M,,Tops,Lacoste,Polos,Slim,yes,NONE,4
189,118,91.0,185.0,,,,,,Tops,Ralph Lauren,Polos,Slim,no,TOO BIG,M
190,118,91.0,185.0,,,,,,Tops,Ralph Lauren,Polos,Slim,no,TOO BIG,M
191,118,91.0,185.0,,,,,,Accessories,SuitSupply,Belt,None,no,TOO BIG,105
192,126,90.0,180.0,,,,,,Shoes,SuitSupply,Derby,None,yes,NONE,43
193,126,90.0,180.0,,,,,,Suits,SuitSupply,Suits,Slim,yes,NONE,54
194,126,90.0,180.0,,,,,,Accessories,SuitSupply,Belt,None,yes,NONE,95
195,126,90.0,180.0,,,,,,Accessories,SuitSupply,Belt,None,yes,NONE,95
196,126,90.0,180.0,,,,,,Bottoms,Ralph Lauren,Chinos,Slim,no,TOO SMALL,34/34
197,146,72.0,182.0,,,,,,Tops,Ralph Lauren,Formal Shirts,Slim,no,TOO SMALL,16.5
198,146,72.0,182.0,,,,,,Tops,Ralph Lauren,Polos,Slim,no,TOO BIG,L
199,146,72.0,182.0,,,,,,Tops,Lacoste,Formal Shirts,Slim,no,TOO BIG,42
200,146,72.0,182.0,,,,,,Tops,Lacoste,Polos,Slim,no,TOO BIG,6
201,146,72.0,182.0,,,,,,Tops,Lacoste,Polos,Slim,no,TOO BIG,6
202,120,71.0,175.0,,,30,S,,Shoes,CB Shoes,Loafers,None,no,TOO SMALL,42
203,120,71.0,175.0,,,30,S,,Tops,SuitSupply,Vest,Slim,no,TOO BIG,48
204,120,71.0,175.0,,,30,S,,Tops,SuitSupply,Knitwear,Slim,yes,NONE,M
205,120,71.0,175.0,,,30,S,,Tops,SuitSupply,Formal Shirts,Slim,no,TOO BIG,38
206,120,71.0,175.0,,,30,S,,Tops,SuitSupply,Knitwear,Slim,yes,NONE,M
207,120,71.0,175.0,,,30,S,,Bottoms,Japan Rags,Jeans,Slim,no,TOO BIG,31
208,120,71.0,175.0,,,30,S,,Bottoms,Japan Rags,Jeans,Slim,no,TOO BIG,30
209,120,71.0,175.0,,,30,S,,Tops,SuitSupply,Formal Shirts,Slim,yes,NONE,38
210,120,71.0,175.0,,,30,S,,Tops,Japan Rags,T-Shirt,Slim,yes,NONE,M
211,120,71.0,175.0,,,30,S,,Tops,Japan Rags,T-Shirt,Slim,yes,NONE,M
212,120,71.0,175.0,,,30,S,,Bottoms,Japan Rags,Jeans,Slim,no,TOO BIG,30
213,120,71.0,175.0,,,30,S,,Bottoms,Japan Rags,Jeans,Slim,yes,NONE,30
214,120,71.0,175.0,,,30,S,,Tops,one 90 One,Casual Shirts,Regular,yes,NONE,S
215,120,71.0,175.0,,,30,S,,Tops,SuitSupply,Formal Shirts,Slim,yes,NONE,38
216,144,82.0,186.0,,,,,,Shoes,Lacoste,Sneakers,None,no,TOO SMALL,9
217,130,76.0,183.0,Slim Fit,Slim Fit,31,M,,Tops,one 90 One,T-Shirt,Slim,no,TOO BIG,M
218,130,76.0,183.0,Slim Fit,Slim Fit,31,M,,Tops,Japan Rags,T-Shirt,Slim,no,TOO BIG,M
219,142,62.0,168.0,,,,S,36,Tops,SuitSupply,Blazer,Slim,yes,,36
220,71,81.0,173.0,,,33,L,52,Shoes,Converse,Sneakers,None,yes,,43
221,71,81.0,173.0,,,33,L,52,Tops,Japan Rags,Blazer,Slim,yes,,XL
222,71,81.0,173.0,,,33,L,52,Tops,Japan Rags,T-Shirt,Slim,yes,,XL
223,71,81.0,173.0,,,33,L,52,Bottoms,Japan Rags,Jeans,Slim,yes,,33
224,71,81.0,173.0,,,33,L,52,Bottoms,Japan Rags,Jeans,Slim,yes,,33
225,71,81.0,173.0,,,33,L,52,Bottoms,Japan Rags,Jeans,Regular,yes,,33
226,71,81.0,173.0,,,33,L,52,Tops,one 90 One,Casual Shirts,Regular,yes,,L
227,71,81.0,173.0,,,33,L,52,Tops,one 90 One,Casual Shirts,Regular,yes,,L
228,71,81.0,173.0,,,33,L,52,Tops,Ralph Lauren,Polos,Regular,yes,,L
229,100,84.0,180.0,,,,,,Tops,SuitSupply,Formal Shirts,Slim,no,TOO SMALL,40
230,100,84.0,180.0,,,,,,Tops,SuitSupply,Formal Shirts,Slim,no,TOO SMALL,40
231,100,84.0,180.0,,,,,,Tops,SuitSupply,Formal Shirts,Slim,no,TOO SMALL,40
232,100,84.0,180.0,,,,,,Bottoms,Japan Rags,Jeans,Slim,no,TOO SMALL,33
233,130,76.0,183.0,Slim Fit,Slim Fit,31,M,,Tops,Japan Rags,T-Shirt,Slim,yes,NONE,L
234,130,76.0,183.0,Slim Fit,Slim Fit,31,M,,Tops,Japan Rags,T-Shirt,Regular,no,TOO BIG,L
235,130,76.0,183.0,Slim Fit,Slim Fit,31,M,,Tops,Valentino,Polos,Regular,no,TOO BIG,M
236,130,76.0,183.0,Slim Fit,Slim Fit,31,M,,Tops,Valentino,Polos,Regular,no,TOO BIG,M
237,130,76.0,183.0,Slim Fit,Slim Fit,31,M,,Tops,Japan Rags,T-Shirt,Regular,yes,,M
238,37,90.0,186.0,No idea,Regular Fit,34,XL,No idea,Shoes,CB Shoes,Derby,None,yes,,43
239,129,76.0,179.0,,,32,M,,Tops,AG Jeans,T-Shirt,Slim,yes,,M
240,96,76.0,183.0,,,30,,50,Shoes,CB Shoes,Loafers,None,yes,,43
241,96,76.0,183.0,,,30,,50,Tops,Japan Rags,T-Shirt,Regular,yes,,M
242,96,76.0,183.0,,,30,,50,Accessories,SuitSupply,Pocket Square,None,yes,,U
243,96,76.0,183.0,,,30,,50,Bottoms,Japan Rags,Jeans,Slim,yes,,30
244,96,76.0,183.0,,,30,,50,Tops,SuitSupply,Blazer,Slim,yes,,50
245,169,87.0,174.0,,,,,,Suits,SuitSupply,Suits,Slim,yes,NONE,52
246,160,65.0,160.0,,,,,,Bottoms,Ralph Lauren,Chinos,Slim,no,TOO SMALL,31/34
247,164,98.0,178.0,,,38,,,Bottoms,Lacoste,Swim,Regular,no,TOO SMALL,L
248,164,98.0,178.0,,,38,,,Bottoms,BLUE MINT,Swim,Regular,no,TOO SMALL,L
249,164,98.0,178.0,,,38,,,Tops,Ralph Lauren,Polos,Slim,yes,NONE,L
250,164,98.0,178.0,,,38,,,Tops,BLUE MINT,T-Shirt,Regular,yes,NONE,L
251,164,98.0,178.0,,,38,,,Tops,BLUE MINT,T-Shirt,Regular,yes,NONE,L
252,164,98.0,178.0,,,38,,,Shoes,Lacoste,Moccassin,None,yes,NONE,10
253,166,85.0,180.0,,,,M,,Bottoms,SuitSupply,Formal Trousers,Slim,no,TOO SMALL,50
254,166,85.0,180.0,,,,M,,Bottoms,SuitSupply,Formal Trousers,Slim,no,TOO SMALL,34
255,166,85.0,180.0,,,,M,,Tops,ATELIER PRIVE,Casual Shirts,Slim,yes,NONE,XL
256,166,85.0,180.0,,,,M,,Bottoms,BLUE MINT,Shorts,Slim,no,TOO SMALL,34
257,166,85.0,180.0,,,,M,,Tops,ATELIER PRIVE,Formal Shirts,Slim,yes,NONE,L
258,166,85.0,180.0,,,,M,,Bottoms,BLUE MINT,Shorts,Slim,no,TOO SMALL,34
259,176,59.0,160.0,,,30,S,,Bottoms,one 90 One,Chinos,Regular,yes,,30
260,176,59.0,160.0,,,30,S,,Bottoms,one 90 One,Chinos,Regular,yes,,30
261,171,85.0,180.0,,,36,XL,,Bottoms,AG Jeans,Jeans,Slim,yes,NONE,36
